"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_registration_without_username","Sprint_1.POM.Registration","Mon Jun 23 06:30:43 GMT 2025","broken","Mon Jun 23 06:30:43 GMT 2025","TestTC","test_registration_negative_username","",""
"","0","test_registration_wrong_email[user@teszt-.hu]","Sprint_1.POM.Registration","Mon Jun 23 06:30:38 GMT 2025","broken","Mon Jun 23 06:30:38 GMT 2025","TestTC","test_registration_negative_email","",""
"","0","test_registration_exist_email","Sprint_1.POM.Registration","Mon Jun 23 06:30:40 GMT 2025","broken","Mon Jun 23 06:30:40 GMT 2025","TestTC","test_registration_negative_email","",""
"","0","test_registration_wrong_email[user@te szt.hu]","Sprint_1.POM.Registration","Mon Jun 23 06:30:39 GMT 2025","broken","Mon Jun 23 06:30:39 GMT 2025","TestTC","test_registration_negative_email","",""
"","0","test_registration_wrong_email[user@teszt.h]","Sprint_1.POM.Registration","Mon Jun 23 06:30:38 GMT 2025","broken","Mon Jun 23 06:30:38 GMT 2025","TestTC","test_registration_negative_email","",""
"","0","test_registration_different_password","Sprint_1.POM.Registration","Mon Jun 23 06:30:42 GMT 2025","broken","Mon Jun 23 06:30:42 GMT 2025","TestTC","test_registration_negative_password","",""
"","0","test_login_show_password","Sprint_1.POM.Registration","Mon Jun 23 06:30:46 GMT 2025","broken","Mon Jun 23 06:30:46 GMT 2025","TestTC","test_registration_use_eye_icon","",""
"","0","test_registration_wrong_email[user@teszt.h\xfc]","Sprint_1.POM.Registration","Mon Jun 23 06:30:38 GMT 2025","broken","Mon Jun 23 06:30:38 GMT 2025","TestTC","test_registration_negative_email","",""
"","0","test_registration_wrong_email[user@]","Sprint_1.POM.Registration","Mon Jun 23 06:30:36 GMT 2025","broken","Mon Jun 23 06:30:36 GMT 2025","TestTC","test_registration_negative_email","",""
"","0","test_registration_wrong_email[user@teszt.123]","Sprint_1.POM.Registration","Mon Jun 23 06:30:38 GMT 2025","broken","Mon Jun 23 06:30:38 GMT 2025","TestTC","test_registration_negative_email","",""
"","0","test_registration_short_username","Sprint_1.POM.Registration","Mon Jun 23 06:30:43 GMT 2025","broken","Mon Jun 23 06:30:43 GMT 2025","TestTC","test_registration_negative_username","",""
"","0","test_registration_wrong_email[user@.hu]","Sprint_1.POM.Registration","Mon Jun 23 06:30:37 GMT 2025","broken","Mon Jun 23 06:30:37 GMT 2025","TestTC","test_registration_negative_email","",""
"","0","test_registration_show_password","Sprint_1.POM.Registration","Mon Jun 23 06:30:35 GMT 2025","broken","Mon Jun 23 06:30:35 GMT 2025","TestTC","test_registration_login_positive","",""
"","0","test_password_check_6","Sprint_1.POM.Registration","Mon Jun 23 06:30:45 GMT 2025","broken","Mon Jun 23 06:30:45 GMT 2025","TestTC","test_registration_positive_password","",""
"","0","test_password_check_5","Sprint_1.POM.Registration","Mon Jun 23 06:30:45 GMT 2025","broken","Mon Jun 23 06:30:45 GMT 2025","TestTC","test_registration_positive_password","",""
"","0","test_registration_password_with_accent","Sprint_1.POM.Registration","Mon Jun 23 06:30:34 GMT 2025","broken","Mon Jun 23 06:30:34 GMT 2025","TestTC","test_registration_login_positive","",""
"","0","test_registration_long_username","Sprint_1.POM.Registration","Mon Jun 23 06:30:43 GMT 2025","broken","Mon Jun 23 06:30:43 GMT 2025","TestTC","test_registration_negative_username","",""
"","0","test_registration_password[aaaaaaaa]","Sprint_1.POM.Registration","Mon Jun 23 06:30:41 GMT 2025","broken","Mon Jun 23 06:30:41 GMT 2025","TestTC","test_registration_negative_password","",""
"","0","test_registration_wrong_email[userteszt.hu]","Sprint_1.POM.Registration","Mon Jun 23 06:30:37 GMT 2025","broken","Mon Jun 23 06:30:37 GMT 2025","TestTC","test_registration_negative_email","",""
"","0","test_registration_exist_username","Sprint_1.POM.Registration","Mon Jun 23 06:30:43 GMT 2025","broken","Mon Jun 23 06:30:43 GMT 2025","TestTC","test_registration_negative_username","",""
"","0","test_registration_password[!!!!!!!!]","Sprint_1.POM.Registration","Mon Jun 23 06:30:42 GMT 2025","broken","Mon Jun 23 06:30:42 GMT 2025","TestTC","test_registration_negative_password","",""
"","0","test_login_show_password","Sprint_1.POM.Registration","Mon Jun 23 06:30:35 GMT 2025","broken","Mon Jun 23 06:30:35 GMT 2025","TestTC","test_registration_login_positive","",""
"","0","test_password_check_2","Sprint_1.POM.Registration","Mon Jun 23 06:30:44 GMT 2025","broken","Mon Jun 23 06:30:44 GMT 2025","TestTC","test_registration_positive_password","",""
"","0","test_registration_username_with_accent","Sprint_1.POM.Registration","Mon Jun 23 06:30:35 GMT 2025","broken","Mon Jun 23 06:30:35 GMT 2025","TestTC","test_registration_login_positive","",""
"","0","test_registration_password[AAAAAAAA]","Sprint_1.POM.Registration","Mon Jun 23 06:30:41 GMT 2025","broken","Mon Jun 23 06:30:41 GMT 2025","TestTC","test_registration_negative_password","",""
"","0","test_registration_password_with_space","Sprint_1.POM.Registration","Mon Jun 23 06:30:34 GMT 2025","broken","Mon Jun 23 06:30:34 GMT 2025","TestTC","test_registration_login_positive","",""
"","0","test_registration_password_empty","Sprint_1.POM.Registration","Mon Jun 23 06:30:42 GMT 2025","broken","Mon Jun 23 06:30:42 GMT 2025","TestTC","test_registration_negative_password","",""
"","0","test_password_check_4","Sprint_1.POM.Registration","Mon Jun 23 06:30:45 GMT 2025","broken","Mon Jun 23 06:30:45 GMT 2025","TestTC","test_registration_positive_password","",""
"","0","test_registration_wrong_email[use r@teszt.hu]","Sprint_1.POM.Registration","Mon Jun 23 06:30:39 GMT 2025","broken","Mon Jun 23 06:30:39 GMT 2025","TestTC","test_registration_negative_email","",""
"","0","test_registration_wrong_email[user@.teszt.hu]","Sprint_1.POM.Registration","Mon Jun 23 06:30:39 GMT 2025","broken","Mon Jun 23 06:30:39 GMT 2025","TestTC","test_registration_negative_email","",""
"","0","test_registration","Sprint_1.POM.Registration","Mon Jun 23 06:30:46 GMT 2025","broken","Mon Jun 23 06:30:46 GMT 2025","TestTC","test_registration_with_logged_in_user","",""
"","0","test_password_check_1","Sprint_1.POM.Registration","Mon Jun 23 06:30:44 GMT 2025","broken","Mon Jun 23 06:30:44 GMT 2025","TestTC","test_registration_positive_password","",""
"","0","test_registration_wrong_email[user..random@teszt.hu]","Sprint_1.POM.Registration","Mon Jun 23 06:30:39 GMT 2025","broken","Mon Jun 23 06:30:39 GMT 2025","TestTC","test_registration_negative_email","",""
"","0","test_registration_wrong_email[user.@teszt.hu]","Sprint_1.POM.Registration","Mon Jun 23 06:30:39 GMT 2025","broken","Mon Jun 23 06:30:39 GMT 2025","TestTC","test_registration_negative_email","",""
"","0","test_registration","Sprint_1.POM.Registration","Mon Jun 23 06:30:28 GMT 2025","broken","Mon Jun 23 06:30:28 GMT 2025","TestTC","test_registration_login_positive","",""
"","0","test_registration_wrong_email[user@teszt@valami.hu]","Sprint_1.POM.Registration","Mon Jun 23 06:30:37 GMT 2025","broken","Mon Jun 23 06:30:37 GMT 2025","TestTC","test_registration_negative_email","",""
"","0","test_registration_username_with_space","Sprint_1.POM.Registration","Mon Jun 23 06:30:35 GMT 2025","broken","Mon Jun 23 06:30:35 GMT 2025","TestTC","test_registration_login_positive","",""
"","0","test_registration_wrong_email[@teszt.hu]","Sprint_1.POM.Registration","Mon Jun 23 06:30:40 GMT 2025","broken","Mon Jun 23 06:30:40 GMT 2025","TestTC","test_registration_negative_email","",""
"","0","test_registration_wrong_email[user@teszt,hu]","Sprint_1.POM.Registration","Mon Jun 23 06:30:36 GMT 2025","broken","Mon Jun 23 06:30:36 GMT 2025","TestTC","test_registration_negative_email","",""
"","0","test_registration_without_email","Sprint_1.POM.Registration","Mon Jun 23 06:30:40 GMT 2025","broken","Mon Jun 23 06:30:40 GMT 2025","TestTC","test_registration_negative_email","",""
